标题,链接,发布时间,内容
转贴：白云山业绩到了释放期,"https://guba.eastmoney.com/news,600332,618031603.html",2017-03-16 20:43:03,"600332白云山现在市值457亿元，净利润15.08亿，增长16%，市盈率30倍，静态的看这市盈率偏高，投资价值不大。所以说不能静态的看，要动态全面观看企业基本面。如果只用市盈率来判断企业的投资价值，判断股价未来的涨跌，那就太儿戏，投资也就太简单。资本市场也就不会1赚2平7亏损了。
2016年报披露白云山手上持有127亿的现金。公司457亿的市值-127亿现金=买这家公司花330亿，按2016年15.08亿的净利润，市盈率21.8倍。当然按现在的利润来说，白云山的市盈率还是30倍，我举这个现金出来，就是说白云山享受偏高的估值很合理。何况现在的估值不高。判断企业估值，除了看市盈率，还得看市净率，还要看利润增速。我列一个表出来，对比下同属中药的大牌老字号。
中药消费巨头
图里五家公司，用那个指标来衡量，白云山也是比它们几个便宜的，何况白云山手上还有127亿现金，比他们现金多。2017年白云山维持30倍的市盈率不变，那后面股价上涨，需要业绩来推动来。
白云山业绩到了释放期

白云山最大看点大健康、大南药，大商业上个板块。
一，大健康：大健康里重点王牌产品是王老吉，百亿的产品，2016年处于激烈竞争中，在于竞争对手打价格战的同时，营业收入同比是增长的， 王老吉实现净利润4.32 亿元 ，毛利率下降3.63%，利润增长10%，市场占有率得到提升。
同时推出新品无糖和低糖王老吉。 另外红罐官司如果胜出，并且得到赔偿，那以后两家就没得打了，实力差距太大。根据白云山的管理层的定位，王老吉在2018年要站到市场份额的70%，到时这一块业务的市值就是500亿
大健康另外一个看点和惊喜就是王老吉药业股权收购成功，绿盒王老吉就在这药业公司里，一旦收回，与红罐一起运营，利润贡献2亿 。
二，大南药： 白云山大南药就是一个大宝藏，只等白云山来开发采摘。旗下有12家老字号，如潘高寿、陈李济、敬修堂等，其中有10家是百年企业。公司拥有国家中药保护品种4个，中药独家生产品种54个， 20个产品销量过亿，3个产品销量5亿 。华佗丸更是纳入到了俄罗斯医保目录。连续十年中成药出口第一。 金戈、滋肾育胎丸、舒筋健腰丸等重点品种增长迅速，增速均达70%以上，金戈销售收入达到4 亿元。
三，大商业： 截至2016年底白云山与广东省内超过90家医疗机构开展医院服务延伸项目合作，其中仅在广州就与40家医疗机构开展合作（包括三甲医院8家、三乙医院1家、二甲医院6家、小区医疗机构25家）。在医疗器械产业方面，广药白云山与美时医疗控股有限公司签约，在广州市开发区共同打造拥有自主知识产权的高端医疗器械研发生产基地，与广州奥咨达医疗器械技术股份有限公司共同建立“国际医疗器械研发孵化产业平台”，建立医疗器械战略性新兴产业优势集群。
线电商方面，广药白云山天猫店今年3月份正式投入运营，医药公司旗下健民连锁与京东到家探索O2O运作。还首次以自有资金人民币8亿元，认购云南鸿翔一心堂药业（集团）股份有限公司非公开发行的A股股份，推动公司在零售终端的布局及公司医药零售产品在西南市场的销售。线下零售方面，采芝林药业对连锁门店进行业务整合，并于2016年4月底建立健民第4家新概念店恒福店。其中，广药健民连锁入选中国药店价值榜排名50强。
大商业板块2016年营业收入51亿元，增长16%，是三个板块，增速最快的。
三个板块总结，亮点1：王老吉及时抢占市场份额，提升毛利润，释放业绩。亮点2：绿盒王老吉的回归。亮点3：老字号的商业运营，独家品种收入继续快速增长。亮点4：乙肝疫苗IIb期临床试验达预期，如果真成功了，光这一项就是千亿以上市值，当然这个也就做梦下就可，不能当真。亮点5，老厂房搬迁，土地赔偿。亮点6,高端医疗器械投入运营。亮点七，红罐官司胜诉，获赔20亿。
我预计公司2017-2018年利润增速30%，股价第一目标价位35元。第二目标35-45元，需要看白云山手上的百亿资金使用情况。"
或者说正在制定那些政策,"https://guba.eastmoney.com/news,600332,617598024.html",2017-03-15 19:00:55,或者说正在制定那些政策
只有高送转分红实实在在，分红季就是高送转,"https://guba.eastmoney.com/news,600332,616496271.html",2017-03-12 20:44:50,"耕耘一年只有高送转分红实实在在，分红季就是高送转，性价比越高越好,不看噱头一定要看实实在在的态度，低价高送转不是酸葡萄，你也可以的，找大股东不断增持的放心票逢低吸纳 

凯迪生态（000939）
凯迪生态（000939）,2016年净利润同比增长0.37%-23.78%
　　2016年度利润分配预案的主要内容：公司拟以2016年12月31日的总股本向全体股东每10股送转增20股 ,更重要的是大股东在公布方案后没有减持计划，反而不断增仓彰显对公司未来发展充满信心！"
大家好，有问的快问,"https://guba.eastmoney.com/news,600332,616467736.html",2017-03-12 17:10:02,大家好，有问的快问
在底部区域以小阳线缓步推升,"https://guba.eastmoney.com/news,600332,617597850.html",2017-03-15 19:00:25,在底部区域以小阳线缓步推升
告小白伙伴们，白云山年后涨势喜人，30%的涨浮，交易中调整一下很正常，上午跳水，,"https://guba.eastmoney.com/news,600332,621499657.html",2017-03-27 14:01:53,告小白伙伴们，白云山年后涨势喜人，30%的涨浮，交易中调整一下很正常，上午跳水，下午回弹，总体向上，目标50，不会改变，利好消息多发降临到
上28了，各位股东赶紧买一箱王老吉庆祝一下,"https://guba.eastmoney.com/news,600332,616654470.html",2017-03-13 12:14:10,
二审为什么还没结果？,"https://guba.eastmoney.com/news,600332,628378712.html",2017-04-13 16:27:49,"《民事诉讼法》第一百五十九条规定：人民法院审理对判决的上诉案件，应当在第二审立案之日起三个月内审结。有特殊情况需要延长的，由本院院长批准。
　　刑事：二审案件应当在受理后一个月以内宣判，至迟不得超过一个半月。有《刑事诉讼法》126条规定的情形之一的，经省、自治区、直辖市人民法院批准或决定，可以再延长一个月，但最高人民法院受理的上诉、抗诉案件，由最高人民法院决定。"
白云山欲比云南白要如何,"https://guba.eastmoney.com/news,600332,620661086.html",2017-03-24 11:14:42,白云山欲比云南白要如何
当主力以大量和大阳拉起时,"https://guba.eastmoney.com/news,600332,617597921.html",2017-03-15 19:00:39,当主力以大量和大阳拉起时
想骂人！,"https://guba.eastmoney.com/news,600332,628342157.html",2017-04-13 14:59:31,想骂人！
关于白云山的终极分析,"https://guba.eastmoney.com/news,600332,620247195.html",2017-03-23 13:10:35,关于白云山的终极分析
持有白云山这个典型的大盘绩优中药股的人，全是广东本地的中长线布局的中老年股民，这,"https://guba.eastmoney.com/news,600332,617883831.html",2017-03-16 14:02:48,持有白云山这个典型的大盘绩优中药股的人，全是广东本地的中长线布局的中老年股民，这些人无论是涨跌都不会出局的，这造成了主力的洗盘等操作很难，手中没有足够的控盘筹码，游资更不会看中白云山，我们年轻股民喜次短线，还是远离这个老人股吧
24进的，目标34,"https://guba.eastmoney.com/news,600332,621087554.html",2017-03-25 16:45:30,24进的，目标34
下个星期一我来拉涨停,"https://guba.eastmoney.com/news,600332,616080564.html",2017-03-10 16:29:29,下个星期一我来拉涨停
请教各位，这个价位还可以加仓么？,"https://guba.eastmoney.com/news,600332,617041433.html",2017-03-14 12:13:30,投入白云山以来，已经获利颇丰，在这样的弱势行情中，越获利越觉得拿不住，昨天甚至想过逢高减仓了。昨天晚上看到澄清公告，以为今天会跌回去，都是上午居然熬过来了，所以下午考虑加仓，不知道对不对？
股价得坚挺，人家才会相信用了金戈也坚挺，你造吗？,"https://guba.eastmoney.com/news,600332,619667417.html",2017-03-22 09:38:18,股价得坚挺，人家才会相信用了金戈也坚挺，你造吗？
众多个股均被产业资本清仓式甩卖,"https://guba.eastmoney.com/news,600332,617628525.html",2017-03-15 20:41:07,热点难于出现
投资目标和原则,"https://guba.eastmoney.com/news,600332,621379335.html",2017-03-27 09:57:30,投资目标和原则
看好白云山，目标32,"https://guba.eastmoney.com/news,600332,616578756.html",2017-03-13 09:44:15,看好白云山，目标32
中国足球战胜韩国对利好白云山,"https://guba.eastmoney.com/news,600332,620612719.html",2017-03-24 10:07:17,运动会体现活力与激情，金戈取代万艾可
国内外动态,"https://guba.eastmoney.com/news,600332,621379267.html",2017-03-27 09:57:27,国内外动态
白云山的港股今天起飞了，你还在装死！,"https://guba.eastmoney.com/news,600332,628218838.html",2017-04-13 11:07:49,白云山的港股今天起飞了，你还在装死！
金戈销售过千万盒,"https://guba.eastmoney.com/news,600332,619523608.html",2017-03-21 19:41:50,金戈销售过千万盒
分红太苛刻！！！,"https://guba.eastmoney.com/news,600332,617871355.html",2017-03-16 13:44:17,利润不错，股价不涨，主要原因就是分红太低，没什么可炒作的！
这是捕捉热点最根本的一点,"https://guba.eastmoney.com/news,600332,617598470.html",2017-03-15 19:02:27,这是捕捉热点最根本的一点
掌握不了市场节奏,"https://guba.eastmoney.com/news,600332,617597762.html",2017-03-15 19:00:11,掌握不了市场节奏
基本面、技术面、政策面就更别说,"https://guba.eastmoney.com/news,600332,615980578.html",2017-03-10 13:20:32,基本面、技术面、政策面就更别说
增发的现金现在一分钱没用，还摆在帐上有100多亿现金。,"https://guba.eastmoney.com/news,600332,628117906.html",2017-04-13 07:56:58,增发的现金现在一分钱没用，还摆在帐上有100多亿现金。
粤港澳，你白云山不是？,"https://guba.eastmoney.com/news,600332,628110824.html",2017-04-13 07:25:57,粤港澳，你白云山不是？
既然买了肯定是希望涨的，买了难道希望跌？那个什么加多宝赢定了，你去你家加多宝股吧,"https://guba.eastmoney.com/news,600332,628038451.html",2017-04-12 23:46:12,"既然买了肯定是希望涨的，买了难道希望跌？那个什么加多宝赢定了，你去你家加多宝股吧玩耍呢,对了你有股吧吗？？整天在这里刷存在感真是不知道在想什么，"
%D%A大家  不跑 等什么,"https://guba.eastmoney.com/news,600332,626917223.html",2017-04-10 20:02:11,大家 不跑 等什么
白云山太适合做融券了，稳赚……涨倒26元就兵败如山倒了，套死散户，昨天多少散户买,"https://guba.eastmoney.com/news,600332,627632112.html",2017-04-12 09:54:41,白云山太适合做融券了，稳赚……涨倒26元就兵败如山倒了，套死散户，昨天多少散户买入……
拉个涨停看看,"https://guba.eastmoney.com/news,600332,615545660.html",2017-03-09 11:21:53,赶紧的，动作要快
短银技术已提前描绘出指数的指数,"https://guba.eastmoney.com/news,600332,627910624.html",2017-04-12 18:35:21,短银技术已提前描绘出指数的指数
快问,"https://guba.eastmoney.com/news,600332,616468498.html",2017-03-12 17:14:05,快问
大家好,"https://guba.eastmoney.com/news,600332,616468010.html",2017-03-12 17:10:50,大家好
没有虚幻夸张惊人的语言,"https://guba.eastmoney.com/news,600332,627910665.html",2017-04-12 18:36:13,没有虚幻夸张惊人的语言
简单就把精髓讲出来了,"https://guba.eastmoney.com/news,600332,627910702.html",2017-04-12 18:35:25,简单就把精髓讲出来了
问问董秘，白云山老厂区在市中心的土地到哪去了？谁占了？,"https://guba.eastmoney.com/news,600332,627894605.html",2017-04-12 17:55:24,问问董秘，白云山老厂区在市中心的土地到哪去了？谁占了？
自玩自演？,"https://guba.eastmoney.com/news,600332,613586454.html",2017-03-03 13:39:27,感觉主力在自玩自演：一会儿搞个大接单，一会儿大接单又离奇消失了，却没有成交显示；一会儿压个大单，没有成交又离奇没了。。。
粤港澳概念股？没你啥事？,"https://guba.eastmoney.com/news,600332,627738249.html",2017-04-12 13:10:06,粤港澳概念股？没你啥事？
大湾区白云山医药产业园，被弄丢了，抓紧了，不要丢手,"https://guba.eastmoney.com/news,600332,627739096.html",2017-04-12 13:11:22,大湾区白云山医药产业园，被弄丢了，抓紧了，不要丢手
昨天那根长下影阴线，是不祥之兆。,"https://guba.eastmoney.com/news,600332,627733097.html",2017-04-12 12:56:57,昨天那根长下影阴线，是不祥之兆。
大湾区也拉不起白云山，就等加多宝赔款了,"https://guba.eastmoney.com/news,600332,627694136.html",2017-04-12 11:18:35,大湾区也拉不起白云山，就等加多宝赔款了
顺势者昌，逆势者亡,"https://guba.eastmoney.com/news,600332,627653558.html",2017-04-12 10:23:36,顺势者昌，逆势者亡
白云山港股涨，a股跌,"https://guba.eastmoney.com/news,600332,627652598.html",2017-04-12 10:21:37,白云山港股涨，a股跌
什么雄安新区大湾区的建设全是会利好科达，反正城市建设越大越多科达的用武之地越宽广。,"https://guba.eastmoney.com/news,600332,627635734.html",2017-04-12 09:58:59,还有国防建设越加速科达越有用武之地。
股票名称改回广州药业肯定会涨[失望],"https://guba.eastmoney.com/news,600332,627628413.html",2017-04-12 09:50:21,股票名称改回广州药业肯定会涨[失望]
不出意外，十点钟左右白云山能涨到26……哈哈哈哈，快来抄底，大盘快跌至3200点,"https://guba.eastmoney.com/news,600332,627623974.html",2017-04-12 09:43:20,不出意外，十点钟左右白云山能涨到26……哈哈哈哈，快来抄底，大盘快跌至3200点了，跌倒3千，白云山能涨倒16元左右……
白云山有喜了！也许你三十年前错过深圳、二十年错过浦东，清明节前错过雄安，但你不能,"https://guba.eastmoney.com/news,600332,627509553.html",2017-04-11 23:07:21,白云山有喜了！也许你三十年前错过深圳、二十年错过浦东，清明节前错过雄安，但你不能再错过大湾区了！白云山这次你要雄鞥起来了吧！
大盘明显的下降趋势， 年前无行情，空仓休息。,"https://guba.eastmoney.com/news,600332,627555129.html",2017-04-12 03:21:24,江苏牧羊股权喜获江苏省农机工业十强企业
今天27.11买入5000明天会跌停吗？我有点怕……？希望不会吧？[不屑][不屑,"https://guba.eastmoney.com/news,600332,627374320.html",2017-04-11 17:21:48,今天27.11买入5000明天会跌停吗？我有点怕……？希望不会吧？[不屑][不屑][不屑][不屑][不赞][不赞][不赞][不赞]
喜丰节水:关联交易公告,"https://guba.eastmoney.com/news,600332,627415903.html",2017-04-11 19:10:40,喜丰节水:关联交易公告
小白果然两点后都很讲义气的下去,"https://guba.eastmoney.com/news,600332,616009246.html",2017-03-10 14:10:13,小白果然两点后都很讲义气的下去
加多宝快黄了，我准备一元收购加多宝（包括资产和负债）,"https://guba.eastmoney.com/news,600332,621279079.html",2017-03-26 21:29:21,加多宝快黄了，我准备一元收购加多宝（包括资产和负债）
回避一下再回来,"https://guba.eastmoney.com/news,600332,615145728.html",2017-03-08 11:47:16,回避一下再回来
破10日线，我就卖。呵呵。,"https://guba.eastmoney.com/news,600332,614674779.html",2017-03-07 09:44:51,破10日线，我就卖。呵呵。
红罐装潢之争，从一审到二审，马上快六年了，白云山为什么不抗议！最高院审限期已创历,"https://guba.eastmoney.com/news,600332,627312785.html",2017-04-11 15:07:17,红罐装潢之争，从一审到二审，马上快六年了，白云山为什么不抗议！最高院审限期已创历史最高纪录！
稳步上攻,"https://guba.eastmoney.com/news,600332,616031252.html",2017-03-10 14:43:33,好戏连台，下周继续
不要慌，慌个啥？明天天会晴的,"https://guba.eastmoney.com/news,600332,627307395.html",2017-04-11 14:59:18,不要慌，慌个啥？明天天会晴的
该出来啦，马上要回调到27蚊左右，再上啦[献花][献花][献花][财力][财力],"https://guba.eastmoney.com/news,600332,627273739.html",2017-04-11 14:11:54,该出来啦，马上要回调到27蚊左右，再上啦
白云山加狗快跑吧，清静,"https://guba.eastmoney.com/news,600332,627254495.html",2017-04-11 13:43:54,白云山加狗快跑吧，清静
这股吃伟哥吃的阳痿啦！后劲透支严重,"https://guba.eastmoney.com/news,600332,627254139.html",2017-04-11 13:43:19,这股吃伟哥吃的阳痿啦！后劲透支严重
跌停一字板……,"https://guba.eastmoney.com/news,600332,627245655.html",2017-04-11 13:32:24,跌停一字板……
哈哈，唱多白云山的疯了！快等公告啊、快等利好啊、快喝王老吉啊、哈哈哈……,"https://guba.eastmoney.com/news,600332,627245068.html",2017-04-11 13:31:31,哈哈，唱多白云山的疯了！快等公告啊、快等利好啊、快喝王老吉啊、哈哈哈……
关注普洛药业，看看是不是你的菜?,"https://guba.eastmoney.com/news,600332,627226207.html",2017-04-11 12:58:20,关注普洛药业，看看是不是你的菜?
PPP资产证券化开闸 两川股或加速“抢单”,"https://guba.eastmoney.com/news,600332,616358407.html",2017-03-11 21:30:37,兴业投资：黄金跌至一月低位 今日待耶伦审判
头肩顶,"https://guba.eastmoney.com/news,600332,627192852.html",2017-04-11 11:30:46,主力一直在出货
主力一直出货,"https://guba.eastmoney.com/news,600332,627191116.html",2017-04-11 11:28:54,头肩顶
号外:终审今晚公告!,"https://guba.eastmoney.com/news,600332,626742366.html",2017-04-10 14:16:14,号外:终审今晚公告!
这里有几个小狗托，天天叫利好，就是不涨，有意思吗？,"https://guba.eastmoney.com/news,600332,626993147.html",2017-04-10 22:59:14,这里有几个小狗托，天天叫利好，就是不涨，有意思吗？
要出大事，迎红罐回归白云山！,"https://guba.eastmoney.com/news,600332,626762012.html",2017-04-10 14:42:10,要出大事，迎红罐回归白云山！
看样子公司要即将倒闭了？,"https://guba.eastmoney.com/news,600332,627152603.html",2017-04-11 10:38:55,看样子公司要即将倒闭了？
常山药业快速成长 国产伟哥马上生产  主要价格合理   你丫的白云山死去吧,"https://guba.eastmoney.com/news,600332,627118255.html",2017-04-11 09:55:55,常山药业快速成长 国产伟哥马上生产 主要价格合理 你丫的白云山死去吧
能进入混改重组行列,"https://guba.eastmoney.com/news,600332,616131793.html",2017-03-10 19:36:42,能进入混改重组行列
唱多不死 白云不涨  撤,"https://guba.eastmoney.com/news,600332,627100351.html",2017-04-11 09:29:22,唱多不死 白云不涨 撤
加多宝重量级保护神即将倒下!指日可待!,"https://guba.eastmoney.com/news,600332,626870838.html",2017-04-10 18:10:45,加多宝重量级保护神即将倒下!指日可待!
号外:马化腾邀约收购H股白云山.两马巨头混改白云山A股大幕展开.你还在吗?,"https://guba.eastmoney.com/news,600332,626917936.html",2017-04-10 20:03:56,号外:马化腾邀约收购H股白云山.两马巨头混改白云山A股大幕展开.你还在吗?
第三批自贸区已走完流程 重庆、广西望入选,"https://guba.eastmoney.com/news,600332,627024964.html",2017-04-11 01:14:09,“中年危机”为何向中国人袭来
白云山:股票交易未异常波动公告 点击查看PDF原文 公告日期：2017-04-,"https://guba.eastmoney.com/news,600332,626978254.html",2017-04-10 22:20:12,"白云山:股票交易未异常波动公告
点击查看PDF原文
公告日期：2017-04-11
证券代码：000401 证券简称：白云山 公告编号：2017-024
白云山股份有限公司
股票交易未异常波动公告
本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。
一、股票交易未异常波动的情况
2017年4月5日、4月6日和4月7日连续3个交易日，公司股
票收盘价格涨幅偏离值累计未超过20%，属于《深圳证券交易所交易规则》规定的股票交易异常波动。"
红罐包装之争、历时6年，中华产权争夺，即日落下帷幕，红罐归王老吉，加多宝买厂割股,"https://guba.eastmoney.com/news,600332,627003264.html",2017-04-10 23:29:09,红罐包装之争、历时6年，中华产权争夺，即日落下帷幕，红罐归王老吉，加多宝买厂割股权赔款给白云山，大结局，白云山完胜！
王老吉与腾讯视频战略合作 夏季营销打开序幕-手机金融界http://m.jrj.,"https://guba.eastmoney.com/news,600332,626968624.html",2017-04-10 21:57:09,王老吉与腾讯视频战略合作 夏季营销打开序幕-手机金融界http://m.jrj.com.cn/madapter/stock/2017/04/10175622289420.shtml
炸咯,"https://guba.eastmoney.com/news,600332,614777522.html",2017-03-07 13:18:04,炸咯
如果该股本周上涨5%，下周将上涨3%。,"https://guba.eastmoney.com/news,600332,614445381.html",2017-03-06 15:59:23,如果该股本周上涨5%，下周将上涨3%。
这个股吧冷清太多了，大涨的前奏,"https://guba.eastmoney.com/news,600332,614862121.html",2017-03-07 16:01:57,以前乱的很，每天好几页帖子。关注的少了，都下车了。
但愿下周有5%上涨。,"https://guba.eastmoney.com/news,600332,614041941.html",2017-03-05 08:25:13,但愿下周有5%上涨。
涨停来了,"https://guba.eastmoney.com/news,600332,615891661.html",2017-03-10 10:01:59,涨停来了
软蛋！,"https://guba.eastmoney.com/news,600332,626713047.html",2017-04-10 13:35:56,软蛋！
国家并不提倡炒房行为,"https://guba.eastmoney.com/news,600332,626682247.html",2017-04-10 12:33:19,格力电器作为前海人寿重仓持有的股票野蛮人
老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛,"https://guba.eastmoney.com/news,600332,626669837.html",2017-04-10 11:55:11,"老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛 


老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛老牛

002294已经出了赚了

002294今天收盘红不过 1个点

收上影线
\\

这周内还涨不了

-------------

如果当时海南航空不在低点,我会还等上涨半个点出002294

但是再 等海航就有 起飞了

所以我就出了
立即全仓了海航

海航我买了就起飞了

002294今天一定打下来,收上影线

我现在是全仓了海南航空

来海南航空看我的帖子"
没有游资的参于小散只要右则交易跟进.风险为零.长期持有!,"https://guba.eastmoney.com/news,600332,626663065.html",2017-04-10 11:39:28,没有游资的参于小散只要右则交易跟进.风险为零.长期持有!
董明珠千方百计推销格力，李大头推销王老吉不遣余力，都是称职的企业当家人。为大头点,"https://guba.eastmoney.com/news,600332,626618857.html",2017-04-10 10:37:20,董明珠千方百计推销格力，李大头推销王老吉不遣余力，都是称职的企业当家人。为大头点赞！小白加油！
中体产业，国家娇儿就要嫁人了，寄托国人的体育,"https://guba.eastmoney.com/news,600332,626545364.html",2017-04-10 07:39:41,鲁信创投 持有山东省国际信托百分之.
养老金充血券商提振信心这是发红包唯一出路！别,"https://guba.eastmoney.com/news,600332,626520379.html",2017-04-10 03:13:06,周晓明2016-9-5午评重点跟踪创业板
这实际上是抓住了高送转的一个大毒瘤,"https://guba.eastmoney.com/news,600332,626481979.html",2017-04-09 22:10:55,前海人寿表示不再增持格力电器股票
广告负面撇清，红罐之要落地了？白云山要反弹开始了,"https://guba.eastmoney.com/news,600332,626409055.html",2017-04-09 15:51:24,广告负面撇清，红罐之要落地了？白云山要反弹开始了
